Name,Owner,Address,Latitude,Longitude,Year
Globe,Bailey John,Grosvenor Place Borough Road London ,51.499018,-0.1005983,1839
Cheshire Cheese,Gurr Jonathan,23 Addle street City London ,51.51243,-0.1005909,1839
Grapes,Young Charles,63 West Smithfield  London ,51.5188446,-0.1005796,1839
Physicians Arms,Hunt Henry,Warwick Lane  London ,51.5158408,-0.1005157,1839
Bartholomew Coffee House,Hoare Ann,42 West Smithfield  London ,51.5185376,-0.1005089,1839
Angel and Crown,Cabber John,5 Sebbons Buildings  London ,51.5412534,-0.1004292,1839
Rose & Crown,Stephens Mary,172 Union Street Borough London ,51.5038449,-0.1003608,1839
Carpenters Arms,Wright Thomas,Berry street Goswell street London ,51.5269407,-0.100299,1839
Hampshire Hog,Ball John Beall,10 Peartree Street Goswell Street London ,51.5269407,-0.100299,1839
Leopard,Jonas Crane,13 Seward Street Goswell Street London ,51.5269407,-0.100299,1839
Shakspeares Head,Cocks John,46 Perceval Street Goswell Street London ,51.5269407,-0.100299,1839
Bulls Head,Peacey Mary,5 Wellington street Goswell street London ,51.5269407,-0.100299,1839
Kings Arms,Davies James,18 Charles Street Goswell Road London ,51.5269407,-0.100299,1839
Rose & Crown,Jones John,32 Allen Street Goswell Street London ,51.5269407,-0.100299,1839
Ship,Elton William,16 Glasshouse Yard Goswell Road London ,51.5269407,-0.100299,1839
Sun,Newman Henry,Little Sutton Street Goswell Street London ,51.5269407,-0.100299,1839
Three Pigeons,Rawle Ann,Hatfield Street Goswell Street London ,51.5269407,-0.100299,1839
Swan with Two Necks,Kingston John,6 Great Carter Lane  London ,51.513037,-0.100192,1839
Goose and Gridiron,Reeve John,3 London House Yard St Pauls Churchyard London ,51.513587,-0.1001615,1839
Fox & Anchor,Barton Ann,18 Charterhouse lane  London ,51.5211547,-0.0999755,1839
Rainbow,Rudd William,24 Newgate Street  London ,51.5156847,-0.0999507,1839
Salutation Tavern,White Thomas,17 Newgate Street  London ,51.5156847,-0.0999507,1839
Grapes,Puzey Eleanor,25 Newgate Street  London ,51.5156847,-0.0999507,1839
Rising Sun,Thompson John,38 Cloth Fair  London ,51.5191046,-0.0998482,1839
Rose & Crown,Hepworth Joseph,168 Goswell Street  London ,51.5259198,-0.0998404,1839
Victoria,Webber Ts Palmer,20 Middle Street Cloth Fair London ,51.5189975,-0.0997957,1839
George IV,Symes Robert,New Street Cloth Fair London ,51.5189975,-0.0997957,1839
Hat and Feathers,Farr Thomas,164 Goswell Street  London ,51.5257859,-0.0997841,1839
George IV,Stennett William,156 Goswell Road  London ,51.5256402,-0.0997225,1839
Hope,Paget Francis,2 Dukes Head Passage Newgate Street London ,51.5156178,-0.0996399,1839
Ship,Steer Samuel,17 Ivy Lane Newgate Street London ,51.5156178,-0.0996399,1839
Windsor Castle,Preece Richard,114 Great Suffolk Street Borough London ,51.5013117,-0.0996162,1839
Red Lion,Kay Jos,9 Mount Row Walworth Road London ,51.4932721,-0.0995954,1839
Flying Horse,Mann James,Crown Street Walworth Road London ,51.4932721,-0.0995954,1839
Montpelier Tavern and Tea Gardens,Bath Charles,Princes Row Walworth Road London ,51.4932721,-0.0995954,1839
Three Jolly Gardeners,Stephens Thomas,151 Union Street Borough London ,51.5037215,-0.0995233,1839
Kings Arms,Berger Eliz S,115 Great Suffolk Street Borough London ,51.5013439,-0.0995036,1839
Old Kings Head,Thomas E Elt,Manor Place Walworth London ,51.4882434,-0.0994259,1839
Grapes and Can,Lea John,142 Goswell Street  London ,51.5252611,-0.09935,1839
Sun,Cooper John,145 Union Street Borough London ,51.5037263,-0.099337,1839
Sun Dial,Morgan Walter,47 Goswell Street  London ,51.523941,-0.0993347,1839
Eastnor Castle,Crisfield John,Union Street Somerstown London ,51.5037146,-0.0993043,1839
Lady Owens Arms,Robinson Edward,63 Goswell Road  London ,51.5242378,-0.0992973,1839
Two Brewers,Badder Samuel,58 Goswell Street  London ,51.5242433,-0.099222,1839
Spread Eagle,Forter Sophia,Thames Bank Pimlico London ,51.5111572,-0.0991575,1839
Skinners Arms,Esberger Thomas,127 Great Suffolk Street  London ,51.501158,-0.0991547,1839
Duke of York,Piper William,York Terrace Borough Road London ,51.4993097,-0.0991513,1839
Duke of Wellington,Davies Arthur,100 Goswell Street  London ,51.5240628,-0.0991082,1839
Hand and Shears,Wilson Thomas,1 King Street Cloth Fair London ,51.5193918,-0.0990749,1839
Admiral Carter,Keene Samuel,Barthomolew Close  London ,51.5182659,-0.0990007,1839
Bee Hive,Starling C,Carter Street Walworth London ,51.485852,-0.0989771,1839
Bell,Gissing Fredk Henry,9 Great Carter Street  London ,51.485852,-0.0989771,1839
Britannia,Oldfield J. B.,1 Britannia Row Islington London ,51.5380109,-0.0989056,1839
Windmill,Jeffrey John,Wyndham Road Camberwell London ,51.4784474,-0.0987462,1839
Britannia,Bonsall Charles,37 Little Britain  London ,51.5175674,-0.0987301,1839
Cock & Crown,Spalding Jno,41 Little Britain  London ,51.5175674,-0.0987301,1839
Swan and Horse Shoe,Wilson Elizabeth,32 Little Britain  London ,51.5175674,-0.0987301,1839
Ivy House,Tripp Thos,84 Goswell Street  London ,51.5237433,-0.0987152,1839
Old Ivy House,Tripp Thomas,84 Goswell Street  London ,51.5237433,-0.0987152,1839
Robin Hood & Little John,Sinclair John,Newington Causeway  London ,51.4976246,-0.0987032,1839
George,Finch My Ann,13 Middle Row Holborn London ,51.5194694,-0.0986225,1839
Bricklayers Arms,Hitchcock George,7 Edward street Soho London ,51.5163493,-0.0986008,1839
White Horse and Cross Keys,Sanderson William,72 Goswell Street  London ,51.5233228,-0.0985984,1839
Queens Head,Pinhorn William,Amelia Street Walworth London ,51.4896741,-0.0985655,1839
Rose & Crown,Stevens George,Little Britain  London ,51.517311,-0.0984889,1839
Horse Shoe and Magpie,Lyall George,Middle Row Holborn London ,51.5195606,-0.0984067,1839
White Horse,Elcom Richard,7 Little Britain  London ,51.516881,-0.0983909,1839
Rose & Crown,Honeysett Stephen,38 Bartholomew Close  London ,51.5190285,-0.098372,1839
Goldsmiths Arms,Howarth Edw,1 Albion Buildings Bartholomew Close London ,51.5191904,-0.0982976,1839
Jubile,Fisher Chas,3 Gee Street Somerstown London ,51.5243326,-0.0982498,1839
Worlds End,Elphick Mary,69 Newington Causeway  London ,51.4977677,-0.0981756,1839
Grapes,Penny Charles,3 Old Street Road  London ,51.5234208,-0.0981027,1839
Union,Dorrington James,Union Street Hackney London ,51.5037991,-0.0980978,1839
Sportsman,Lonsdale Thos,Great Union Street Borough London ,51.5037991,-0.0980978,1839
Rodneys Head,Ramsden Joseph,4 Old Street  London ,51.5233521,-0.0978975,1839
London Apprentice,Southern Geo,2 Old Street Road  London ,51.5233451,-0.0978661,1839
Queens Arms,Ball Joseph,70 Newgate Street  London ,51.5151376,-0.097844,1839
Berkeley Castle,Harper John,17 Rahere Street  London ,51.5285564,-0.0978214,1839
Pitts Head,Hart Andrew,38 Goswell Street  London ,51.5227532,-0.0978177,1839
Dutchess of Oldenburgh,Barrett John,38 Goswell Road  London ,51.5227532,-0.0978177,1839
Cock,Jones John,27 Old Street St Lukes London ,51.5237253,-0.0978144,1839
Three Compasses,Field John,67 Bankside Southwark London ,51.5082682,-0.0977816,1839
Watermans Arms,Wiseman Robert,61 Bankside Borough London ,51.5082682,-0.0977816,1839
Two Brewers,Scarborough Thomas,84 Bankside  London ,51.5082682,-0.0977816,1839
Old White Bear,Goddard Esther,126 Aldersgate Street  London ,51.5208515,-0.0977762,1839
Maidenhead,Wilcox Ann,25 Goswell Street  London ,51.5223273,-0.09769,1839
Coach & Horses,Byrne Eliza,133 Aldersgate Street  London ,51.5204914,-0.0976651,1839
Horse Shoe,Clark John,7 Goswell Street  London ,51.5219356,-0.0976487,1839
White Hart,Sheen Thomas,1 Goswell Street  London ,51.5216475,-0.0975978,1839
Rum Puncheon,Davis John,33 Old Street  London ,51.5238145,-0.0975576,1839
Parrs Head,Jones Thos,168 Aldersgate Street  London ,51.5185814,-0.0975426,1839
Black Horse,Perkins Benjamin,114 Aldersgate Street  London ,51.5211757,-0.0975058,1839
Kings Head,Wickers Samuel,18 Old Change  London ,51.5125165,-0.0974939,1839
Red Lion,Pepper Thomas,109 Aldersgate Street  London ,51.521468,-0.0974714,1839
Haunch of Venison,Stewart Edward,4 Brook Street Hanover Square London ,51.6445507,-0.0974312,1839
Northampton Arms,Jones William,24 Goswell Road  London ,51.5225529,-0.0974307,1839
Blue Boar,Vickress Thomas,55 Aldersgate street  London ,51.5207421,-0.0974001,1839
Artichoke,White Thos,21 Newington causeway  London ,51.4988144,-0.0973856,1839
Old Waggon & Horses,Beckett Barrows,6 Newington Causeway  London ,51.4988144,-0.0973856,1839
King and Queen,Winnington George,3 Great Distaff Lane  London ,51.5122711,-0.0973547,1839
Blue Last,Pring William,7 Great Distaff lane  London ,51.5122711,-0.0973547,1839
Three Sugar Loaves,Budd John,99 Union Street Borough London ,51.5038507,-0.0973492,1839
Crown,Hessin Thomas,16 Lant Street Borough London ,51.5015383,-0.0973434,1839
Champion,Archer John,14 Goswell Road  London ,51.5222938,-0.0972847,1839
Blue Pump,Cooper Jos.,34 Great Guildford street Borough London ,51.5054068,-0.0972603,1839
Queens Head,Stonar Mary Rebecca,74 Great Guildford Street Borough London ,51.5052427,-0.0972167,1839
Owain Glendwyr,Edwards Chas,163 Aldersgate Street  London ,51.5188966,-0.0971719,1839
Salmon,Marks Richard,90 Union Street Borough London ,51.5039781,-0.0971372,1839
Golden Horse,Nunney Fred,Aldersgate Street  London ,51.5192248,-0.09713,1839
Sutton Arms,Morgan James,6 Carthusian Street Aldersgate Street London ,51.5192248,-0.09713,1839
George,Crask Samuel,12 Bankside Borough London ,51.5083223,-0.0971131,1839
Blue Anchor,Mayhew William,1 Bankside Borough London ,51.5083223,-0.0971131,1839
Horse and Groom,Streathfield William,Great Guildford Street Borough London ,51.5048707,-0.0970279,1839
Coach & Horses,Jones Lewis,1 Fan Street  London ,51.5215754,-0.0969974,1839
Three Jolly Butchers,Pilgrim Eleanor,43 Old Street Road  London ,51.5238949,-0.0968692,1839
Queens Head,Stone James,14 St Martins le Grand  London ,51.5164983,-0.0968357,1839
Queens Arms,Staples John,28 St Martins le Grand  London ,51.5165199,-0.0968323,1839
Grapes,Vickress Thos & Son,45 Aldersgate Street  London ,51.5170531,-0.0968246,1839
Kings Arms,Wright James,27 Aldersgate Street  London ,51.5170531,-0.0968246,1839
Star,Allchin Christopher,31 Aldersgate Street  London ,51.5170531,-0.0968246,1839
Queens Arms,Evans Wm,93 Great Guildford Street Boro London ,51.5032585,-0.096759,1839
Falcon,Cockburn Robert,28 Old Fish Street  London ,51.5121668,-0.0966075,1839
Coopers Arms,Pile Philip,Old Fish street Hill  London ,51.5121668,-0.0966075,1839
Three Tuns,Banyan John,41 Northampton Street Clerkenwell London ,51.5423536,-0.096578,1839
Beckfords Head,Brownsmith Samuel,38 Old Street  London ,51.5238553,-0.0965778,1839
Hen and Chickens,Heath Arnold,Walworth Common  London ,51.4894514,-0.0964732,1839
Prince Regent,Dober James,Kennington Street Walworth Road London ,51.4894514,-0.0964732,1839
Merry carpenter,Wootton Luke,42 Old Street  London ,51.5238921,-0.0964603,1839
St Pauls,Viccary Alexander,St Pauls Place Walworth Common London ,51.4887006,-0.0961421,1839
Prince Regent,Delwarte Nicholas Joseph,Great Arthur Street  London ,51.5220808,-0.0961395,1839
Union,Steel Joseph,3 Mint Street Borough London ,51.5020378,-0.096139,1839
Dukes Head,Sampson George,16 Mint Street Borough London ,51.5020378,-0.096139,1839
Kings Arms,Hollingdale George,10 Mint Street Borough London ,51.5020378,-0.096139,1839
Old Justice,Hotchkiss John,21 Mint Street Borough London ,51.5020378,-0.096139,1839
Golden Fleece,Denton John,25 Northampton Street Clerkenwell London ,51.5417888,-0.095983,1839
George,Rotherham Henry,23 Crown Street Soho London ,51.4788461,-0.0958713,1839
Kings Arms,Plowman John,20 Crown Row Walworth London ,51.478866,-0.0958713,1839
Rose & Crown,Winter Robert,15 Crown Street Soho London ,51.4788991,-0.0958712,1839
Plough,Godwin Joseph,12 Crown Street Soho London ,51.4789189,-0.0958712,1839
Bulls Head,Watkinson Thomas,8 Crown street Solo London ,51.4789454,-0.0958712,1839
Kings Head,Garrett Lewies,35 Crown Street Soho London ,51.4789228,-0.0958336,1839
Bell,Greeves A Henry,11 Noble Street City London ,51.5166691,-0.09578,1839
Chamberlains Arms,Burkett James,12 Noble Street City London ,51.5166691,-0.09578,1839
Royal Mail,Dobbs Ann,17 Noble Street City London ,51.5166691,-0.09578,1839
White Horse Tap,Fairfax Harriet,32 Friday Street  London ,51.5125428,-0.095776,1839
Bird in Hand,Wilson Thomas,3 Northampton Street Clerkenwell London ,51.5415188,-0.0957362,1839
Blue Coat Boy,Levis Rebecca,42 Lant street Borough London ,51.5011653,-0.0956995,1839
Dyers Arms,Day Geo,17 Cannon Street City London ,51.5127893,-0.0956836,1839
White Horse,Callcut Michael Mason,19 Fan Street  London ,51.5216528,-0.095678,1839
Crown,Giesley Philip,129 Golden Lane  London ,51.5239953,-0.0955647,1839
Golden Anchor,Bassett Stephen,139 Golden Lane  London ,51.5239953,-0.0955647,1839
Red Lion,Jones Richard,85 Union Street Borough London ,51.5038297,-0.0955297,1839
Red Lion,Philips James,66 Old Street  London ,51.5242734,-0.0954684,1839
Dolphin,Gorton William,22 Gutter Lane  London ,51.5150912,-0.0954585,1839
Goldsmiths Arms,Hodges Geo,23 Gutter Lane City London ,51.5150912,-0.0954585,1839
George & Dragon,Fowler Benjamin James,13 Beech Street  London ,51.5205113,-0.0953815,1839
Kings Arms,Smith William Armett,52 Beech Street  London ,51.5205113,-0.0953815,1839
Bank of England,Clayton Ed,29 Wharf Road  London ,51.5305648,-0.0953082,1839
Magpie and Horse Shoe,Pike James Milton,1 Bath Row Clerkenwell London ,51.4971593,-0.0952743,1839
Goat,Holden Benjamin,103 Golden Lane  London ,51.5232058,-0.0952618,1839
Duke of York,Thompson James,35 Munster Street  London ,51.6173907,-0.0952546,1839
Hope,Lemon James,1 Trinity Row Islington London ,51.4998048,-0.0951734,1839
Adam & Eve,Allen John,52 Jewin Street  London ,51.5218,-0.095146,1839
Grapes,Challis John,20 Jewin Street  London ,51.5218,-0.095146,1839
Bricklayers Arms,Stillwell Samuel,3 East street Lambeth London ,51.487931,-0.0951114,1839
Rose and Ram,Barnes William,89 Redcross Street Borough London ,51.5021936,-0.094991,1839
Kings Arms,Clark Anthony,Queenhithe  London ,51.5107173,-0.0949636,1839
Queens Head,Taylor Stephen,77 Hoxton Old Town  London ,51.5244309,-0.0949373,1839
Roebuck,Jones Robert,72 Union Street Borough London ,51.5039948,-0.0949371,1839
Bulls Head,Jones William,94 Wood street Cheapside London ,51.5142328,-0.0949344,1839
Golden Shears,Schofield John,84 Wood Street Cheapside London ,51.5142328,-0.0949344,1839
Horns,Burton Purnell,3 Gutter Lane Cheapside London ,51.5142328,-0.0949344,1839
Poulterers Arms,Westbrook John,Freemans Court Cheapside London ,51.5142328,-0.0949344,1839
Earl Cathcart,Hunter Anthony,45 Munster Street  London ,51.6178525,-0.0949201,1839
Brown Bear,Simmonds Scott,7 Southwark bridge street  London ,51.5067437,-0.0949107,1839
Pitts Head,Greenhill Penelope,2 Pitts Place Bankside London ,51.5080325,-0.0949019,1839
Welch Trooper,Colvin Richard,Bankside  London ,51.5080325,-0.0949019,1839
White Bear,Perry William,Bear Garden Bankside London ,51.5080325,-0.0949019,1839
Rose & Bell,Sparks William,Scotts Wharf Bankside London ,51.5080325,-0.0949019,1839
Sun and Doves,Bennett John,Coleharbour Lane Camberwell London ,51.4703027,-0.0948908,1839
Masons Arms,Chislett W G,12 East Street Walworth London ,51.4878799,-0.0948825,1839
Royal Standard,Aldhouse John,10 Queenhithe Street Borough London ,51.5109864,-0.0948786,1839
Somers Arms,Brettingham Richard Freston,68 Union Street Somerstown London ,51.5039771,-0.0948604,1839
Kings Head,Twelftree Jane,Kings Head Court St Pauls London ,51.5472041,-0.0948536,1839
Admiral Benbow,Walton John,Golden Lane  London ,51.522632,-0.0948052,1839
Duke of Bedford,Weale Thos,Golden lane  London ,51.522632,-0.0948052,1839
Marquess of Granby,Baxter Wm Thomas,67 Union Street Borough London ,51.5039611,-0.0947915,1839
Farnham Castle,Fidler Charles,29 Little Trinity Lane  London ,51.5116327,-0.0947779,1839
Hatchet,Evans William,20 Little Trinity Lane  London ,51.5116327,-0.0947779,1839
Old Bell,Frost John,Little Trinity Street  London ,51.5115823,-0.0947751,1839
Cock & Bottle,Pallett Robert,30 Cannon Street City London ,51.5123526,-0.0947686,1839
Eight Bells,Watson William,Ironmonger Row St Lukes London ,51.5273824,-0.0946995,1839
Grapes,Arnold Thomas,41 Bread Street  London ,51.5135736,-0.094689,1839
Horse and Dorsers,Law Jas,13 Bread Street Hill  London ,51.5135736,-0.094689,1839
Good Man,Armstrong J,75 Norton Street Marylebone London ,51.5477966,-0.0946065,1839
Goldsmiths Arms,Moore James,1 Southwark Bridge Road  London ,51.5079477,-0.0946048,1839
White Horse,Stone John,16 Watling Street  London ,51.5131527,-0.0945988,1839
White Bear,Stinton Thos,69 Barbican  London ,51.5192244,-0.0945591,1839
Fox & Goose,Pollett Jno,Brickhill Lane Upper Thames Street London ,51.5109644,-0.0945546,1839
Old Shades,Nicholls & Pellatt,Old Swan Stairs Upper Thames Street London ,51.5109644,-0.0945546,1839
Sir William Walworth,Bennett Charles,9 Beckford Row Walworth London ,51.4868134,-0.0945489,1839
Coach & Horses,Wilson Edw Drury,19 Great Mitchell Street  London ,51.5254496,-0.0945396,1839
Peacock,Adams Jas,23 Great Trinity Lane  London ,51.5120903,-0.094399,1839
Trinity Arms,Gaston Jno,Swan Street Borough London ,51.4993696,-0.0943956,1839
Bell,Lock E,22 East Street Walworth London ,51.4879027,-0.0943569,1839
Henry VIIIs Head,Perkins Samule,50 Union Street Borough London ,51.5040183,-0.0943559,1839
Coopers Arms,Brown Eliz,76 Golden Lane  London ,51.5215981,-0.0943059,1839
William IV,Brown Samuel H,45 Golden Lane  London ,51.5215981,-0.0943059,1839
Woolpack,Alderson Geo,3 Hart Street Wood Street London ,51.5163985,-0.0942864,1839
Eagle,Rouse Thomas,Shepherdess Walk City Road London ,51.5288968,-0.0942635,1839
Feathers,Hull Henry,53 Featherstone Street City Road London ,51.5288968,-0.0942635,1839
Macclesfield Arms,Tarr Nathaniel,City Road  London ,51.5288968,-0.0942635,1839
Old Ben Jonson,Robinson Thos,27 Great Bath Street City Road London ,51.5288968,-0.0942635,1839
Old Fountain,Carnell Thomas,3 Baldwyn Street City Road London ,51.5288968,-0.0942635,1839
Queens Head,Smith John,5 Caroline Place City Road London ,51.5288968,-0.0942635,1839
Three Crowns,Johnson Jas,1 Winkworth Buildings City Road London ,51.5288968,-0.0942635,1839
Westmoreland Arms,Smith Wm,15 Westmoreland Place City Road London ,51.5288968,-0.0942635,1839
Blockmakers Arms,Potts Thomas,1 Ashleys Crescent City Road London ,51.5288968,-0.0942635,1839
Britannia,Jepson Chas.,4 Caroline place City road London ,51.5288968,-0.0942635,1839
Duke of Bridgewater,Griffiths Richard Stephen,Macclesfield street City Road London ,51.5288968,-0.0942635,1839
Fountain,Hodder Charles,1 Fountain Place City Road London ,51.5288968,-0.0942635,1839
Kings Arms,Read Richard,Craven Buildings City Road London ,51.5288968,-0.0942635,1839
Moneyers Arms,Archer E W,28 Provost Street City Road London ,51.5288968,-0.0942635,1839
Swan,Povah Hohn,1 Provost Street City Road London ,51.5288968,-0.0942635,1839
Windsor Castle,Caws Geo M,City Road  London ,51.5288968,-0.0942635,1839
Britannia,Cottington George,29 Golden lane  London ,51.5213701,-0.0942567,1839
Coopers Arms,Whitaker Augustus,17 Golden Lane  London ,51.5213701,-0.0942567,1839
Fountain and Still,OKeeffe Michael,2 Golden Lane  London ,51.5213701,-0.0942567,1839
White Horse,George Elizabeth,10 Cripplegate Buildings  London ,51.5213731,-0.0942386,1839
Dolphin,Beeton Samuel & Son,39 Milk Street City London ,51.5143603,-0.0940947,1839
Dukes Head,Gawan John,46 Redcross Street Borough London ,51.5033812,-0.0940403,1839
Bricklayers Arms,Mayhew Samuel,201 Upper Whitecross street  London ,51.524361,-0.0939696,1839
Newcastle upon Tyne,Savory George,7 Cambridge Street Golden Square London ,51.5207349,-0.0939503,1839
Grapes,Weller David,92 Old Street St Lukes London ,51.524688,-0.093943,1839
Cat,Crotts William,220 Whitecross street  London ,51.5245169,-0.093939,1839
Green Man & Still,Wood Wiliam Barney,173 Upper Whitecross Street  London ,51.5245693,-0.0939341,1839
Rose,Jaques John,12 Monkwell Street  London ,51.5181485,-0.0939191,1839
Albion,De Burgh William,210 High Street Shadwell London ,51.5010055,-0.0938735,1839
Crown Tap,Baker Elizabeth,73 Watling Street  London ,51.5131605,-0.0938717,1839
British Queen,Ritchie Geo.,166 Whitecross street  London ,51.52455,-0.0938704,1839
Crown,Dudley James S,153 Upper Whitecross Street  London ,51.5244142,-0.0938279,1839
Cock,Clark John,20 Bow Lane  London ,51.5127464,-0.0937334,1839
Grapes,Hicks John,32 Bow Lane  London ,51.5128258,-0.093717,1839
Two Brewers,Greenland George,189 Whitecross Street  London ,51.5241439,-0.0936838,1839
Cherry Tree,Baldrey John,85 Upper Whitecross Street  London ,51.5241595,-0.0936537,1839
Rum Puncheon,Franklin Matthew,98 Upper Whitecross Street  London ,51.5241595,-0.0936537,1839
Wenlock Arms,Bowden Jno,22 Wenlock Road  London ,51.5306975,-0.0936465,1839
Old Justice,Cutress George,4 Windsor Place Southwark London ,51.5293372,-0.0936308,1839
Crown,Kilburn William,24 Redcross Street City London ,51.5039416,-0.0936122,1839
Admiral Keppel,Ray David,100 Hoxton Old Town  London ,51.5246909,-0.0935306,1839
Warwick Arms,Hammond David,178 Whitecross Street  London ,51.5238953,-0.0935229,1839
Duke of Suffolk,Edwards mary,58 Brandon Street Walworth London ,51.4917194,-0.0935121,1839
Two Brewers,Jones James,18 Redcross Street Borough London ,51.5041256,-0.0934651,1839
Curriers Arms,Hudson John,23 New Church Court Strand London ,51.479474,-0.093332,1839
Kings Head,Thornton Thomas,40 Queen Street City London ,51.5110928,-0.093272,1839
Black Boy & Still,Vickress James,162 Whitecross Street  London ,51.5234468,-0.0931822,1839
Weavers Arms,Richards James,42 Aldermanbury  London ,51.5158234,-0.093149,1839
George Inn Tap,Smith William,Aldermanbury  London ,51.5162941,-0.0931297,1839
Three Cranes,Stoffell Jesse,57 Watling Street City London ,51.5128891,-0.0930984,1839
Tower,Grove John Dove,Tower Street St Giles London ,51.5187043,-0.0930981,1839
Bedford Arms,Gray Mary Ann,Bedford Street Stepney London ,51.4982404,-0.0930961,1839
Coopers Arms,Titterton George,21 Union Street Borough London ,51.5035747,-0.0930875,1839
White Horse,Wyatt William,1 Union Street Borough London ,51.5035747,-0.0930875,1839
British Lion,Clifford Thomas,34 Redcross street Borough London ,51.50468,-0.092987,1839
St Lukes Head,Wright Thomas,151 Whitecross Street  London ,51.5230786,-0.0929545,1839
Black Dog,Partridge Joseph,32 Crown Street Finsbury London ,51.5135739,-0.0929418,1839
Castle,Watson Thomas,58 Fore street City London ,51.5185055,-0.0929139,1839
Bull and Ram,Miles Thomas,114 Old street  London ,51.5249156,-0.0929057,1839
Spread Eagle,Cook Mary,137 Whitecross Street  London ,51.5228912,-0.092903,1839
Fox,Saunders John,Denmark Hill Camberwell London ,51.4701528,-0.0929001,1839
Bridge House,Davies Jonathan,31 Queen street City London ,51.5115074,-0.0928885,1839
Grapes,Wall Joseph,79 Fore Street City London ,51.5184872,-0.0928184,1839
Sugar Loaf,Curling John,24 Queen Street City London ,51.5119505,-0.092809,1839
Duke of Kent,Curran John,Whitecross Street Borough London ,51.5228571,-0.092789,1839
Red Lion,Must William,5 Redcross Square  London ,51.5050271,-0.0927718,1839
Royal Standard,Brading Henry,Ashley Crescent Shepherdess Walk London ,51.531198,-0.0927446,1839
William IV,Owens Jos,Vaughan Terrace Shepherdess Walk London ,51.531198,-0.0927446,1839
Carlisle Arms,Moore Robert,Queen street  London ,51.5123365,-0.092667,1839
White Bear,Castle Thomas,16 Bartholomew Square  London ,51.5258714,-0.092658,1839
Bacchus,Bunn Thos,161 Hoxton Old Town  London ,51.5250702,-0.0926057,1839
Peacock,Rogers Demetrius,34 Whitecross Street  London ,51.5219903,-0.0925819,1839
White Bear,Frame Wm,1 Queens Place Kennington London ,51.4854152,-0.0925727,1839
Fountain and Star,Taylor Samuel,3 Castle Court Lawrence Lane London ,51.5149282,-0.0925088,1839
Artichoke,Mullins John,20 Clare Street  London ,51.5414524,-0.0924811,1839
Queens Head,Smith John,12 Whitecross Street  London ,51.5220001,-0.0924578,1839
White Swan,Woodfuffe John,26 White Street Finsbury London ,51.5220001,-0.0924578,1839
Catherine Wheel,Cox Joseph Abraham,10 Union Street Borough London ,51.5035566,-0.0924576,1839
Ironmongers Arms,Knight Stephen,6 Lizard Street St Lukes London ,51.5261401,-0.09241,1839
Sir John Falstaff,Williams E M,126 Old Street  London ,51.5249987,-0.0924018,1839
Dublin Castle,Dore jas,18 Park Street Camden Town London ,51.5054585,-0.0923671,1839
Swan,Smith H,8 Great Dover Street  London ,51.5000122,-0.0923193,1839
Newington Arms,Crabbe Jno,King Street Walworth London ,51.5144325,-0.0922517,1839
Globe,Linsey William,Globe Street Wapping London ,51.4989609,-0.0922443,1839
Two Brewers,Rammage George,26 Fore Street Lambeth London ,51.5183217,-0.0922274,1839
Joiners Arms,Chisnell Mary,Camberwell Green  London ,51.4751961,-0.0922101,1839
Bulls Head,Pounsford Robert,Camberwell green  London ,51.4751961,-0.0922101,1839
Cock,Ongley Thomas,Camberwell Green  London ,51.4751961,-0.0922101,1839
Tiger,Fyfe Peter,Camberwell Green  London ,51.4751961,-0.0922101,1839
Fortune of War,Quinlan Thomas,20 Upper Thames Street  London ,51.5105984,-0.0921585,1839
White Lion,Edwards Wm Ryle,19 Upper Thames Street  London ,51.5105984,-0.0921585,1839
Red Lion,Josling George,52 Basinghall Street  London ,51.5169626,-0.092129,1839
Dolphin,Capron George,6 Union Street Lambeth London ,51.5034856,-0.0921259,1839
Dolphin,Gardner Robert,135 Old Street St Lukes London ,51.5250559,-0.0920547,1839
Plough,Brown Charles,53 Fore Street City London ,51.5190748,-0.0920455,1839
Guildhall tap,Bell James,Guildhall Yard  London ,51.5154354,-0.0920421,1839
Pilgrim,Saunders Thos,Queens Row Walworth London ,51.4847296,-0.0920107,1839
Prince of Wales,Chisnall Edw,52 Banner Street  London ,51.5240927,-0.0920023,1839
Kings Arms,Barlow John,College Street Westminster London ,51.5110614,-0.0919964,1839
Globe,Taylor Daniel,26 Great Dover Street  London ,51.4995305,-0.0919273,1839
Coach & Horses,Smith Thos Hy,199 High Street Shadwell London ,51.5020878,-0.091911,1839
Hinds Head,Winterbottom Ann H,38 Chiswell Street  London ,51.521147,-0.091907,1839
Lion,Reynolds R,Lion Street New Kent Road London ,51.4941287,-0.0917865,1839
County Terrace,Pallet George,31 Webbs County Terrace New Kent Road London ,51.4941287,-0.0917865,1839
Duke of Gloucester,Minter Wm,Union Row New Kent Road London ,51.4941287,-0.0917865,1839
Dutchess of Kent,Guest Wm,Deverell Street New Kent Road London ,51.4941287,-0.0917865,1839
Rising Sun,Hitchcock John P,Harper Street New Kent Road London ,51.4941287,-0.0917865,1839
Two Brewers,Greensted Martha,George Street New Kent Road London ,51.4941287,-0.0917865,1839
Golden Anchor,Jepps Jane,8 Park Street Borough London ,51.5053864,-0.091655,1839
Hour Glass,Potter William,Westmoreland Row Walworth London ,51.4840687,-0.0916307,1839
Rose & Crown,Webster Benj,113 East Street Lambeth London ,51.4889752,-0.0915345,1839
